"WHM Name","WH Name","WH ID","Address","District","State","Capacity(in MT)","Registration Date","Registration Valid Upto","Contact No.","Status","Remarks"
"Dharmapuri Market Committee,Dharmapuri","Hosur 600 MT Godown","6974430","Taluk Office Road,","Krishnagiri","TAMIL NADU","600","04-Sep-2024","03-Sep-2029","8438333554","Active",""
"Dharmapuri Market Committee,Dharmapuri","REGULATED MARKET HARUR","6671671","TIRUPATTUR MAIN ROAD NEAR ROUN DANA HARUR,","Dharmapuri","TAMIL NADU","2000","10-Jan-2023","09-Oct-2027","9994293363","Active",""
"Dharmapuri Market Committee,Dharmapuri","Dharmapuri 600 MT Godown","6972459","Mathikonpalayam, Tirupattur Main Road","Dharmapuri","TAMIL NADU","600","29-Aug-2024","28-Aug-2029","9578556523","Active",""
"Dharmapuri Market Committee,Dharmapuri","REGULATED MARKET,POCHAMPALLI","6669154","THIRUPATHUR MAIN ROAD,POCHAMPALLI,","Krishnagiri","TAMIL NADU","1000","30-Dec-2022","29-Dec-2027","9092849131","Active",""
"Dharmapuri Market Committee,Dharmapuri","Palacode 600 MT Godown","6975429","Theerthagiri Nagar, Palacode","Dharmapuri","TAMIL NADU","600","04-Sep-2024","03-Sep-2029","9965888082","Active",""
"Dharmapuri Market Committee,Dharmapuri","Regulated Market Pennagaram","6668701","Regulated Market, Dasampatti Road, Near Uzhavarsandhai, Pennagaram","Dharmapuri","TAMIL NADU","2000","30-Dec-2022","29-Dec-2027","7010438225","Active",""
"Dharmapuri Market Committee,Dharmapuri","REGULATED MARKET UTHANGARAI","6668974","cuddalore main road,, UTHANGARAI","Krishnagiri","TAMIL NADU","1000","30-Dec-2022","29-Dec-2027","9952267990","Active",""
"Dharmapuri Market Committee,Dharmapuri","REGULATED MARKET UTHANGARAI","6669337","Cuddalore main road, uthangarai","Krishnagiri","TAMIL NADU","2000","02-Jan-2023","01-Jan-2028","9952267990","Active",""
"Dharmapuri Market Committee,Dharmapuri","UTHANGARAI REGULATED MARKET","7063803","CUDDALORE MAIN ROAD, UTHANGARAI","Krishnagiri","TAMIL NADU","600","03-Apr-2025","02-Apr-2030","9790728455","Active",""
"Dharmapuri Market Committee,Dharmapuri","PPC POCHAMPALLI","7064439","SUN FLOWER OIL COMPLEX, POCHAMPALLI","Krishnagiri","TAMIL NADU","500","04-Apr-2025","03-Apr-2030","8610711755","Active",""
"EG54KRAMANATHAPURAM PACS","WIF GODOWN K RAMANATHAPURAMRAM","6702542","132/1 KANJIKOVIL ROAD, SALANGAPALAYAM PO","Erode","TAMIL NADU","126","31-Mar-2023","30-Mar-2028","9842742027","Active",""
"ERISINAMPATTI PACCS","K 503 ERISINAMPATTI PACCS","6683379","ERISINAMPATTI, ERISINAMPATTI POST","Tiruppur","TAMIL NADU","100","16-Feb-2023","15-Feb-2028","9865433499","Active",""
"Erode Market Committee","Mylampadi","6633150","10, Velli Tirupur Road, Narayana puram, Mylampadi","Erode","TAMIL NADU","2000","22-Sep-2022","21-Sep-2027","9942506990","Active",""
"Erode Market Committee","Nathipalayam","7028616","Nathipalayam Paddy Complex, Kullampalayam PO","Erode","TAMIL NADU","5000","28-Feb-2025","27-Feb-2030","8670885187","Active",""
"Erode Market Committee","Elumathur","6631717","Mankaradu, Elumathur,","Erode","TAMIL NADU","3000","20-Sep-2022","19-Sep-2027","9787666615","Active",""
"Erode Market Committee","Perundurai","7028525","Turmeric Market Complex, Karur, Slater Nagar, Perundurai","Erode","TAMIL NADU","2600","28-Feb-2025","27-Feb-2030","9384365688","Active",""
"Erode Market Committee","Veppili","6631980","Ekkatampalayam Village,","Erode","TAMIL NADU","2000","21-Sep-2022","20-Sep-2027","9384365688","Active",""
"Erode Market Committee","Perundurai","6632798","Turmeric Market Complex, Karumandisellipalayam Near Salem-Kochi Highway,, Slater Nagar,Perundurai","Erode","TAMIL NADU","12000","21-Sep-2022","20-Sep-2027","9384365688","Active",""
"Erode Market Committee","Nathipalayam","6633242","Nathipalayam Paddy Complex, Periyar Nagar, Kullampalayam PO","Erode","TAMIL NADU","7000","22-Sep-2022","21-Sep-2027","8670885187","Active",""
"Erode Market Committee","Kodumudi","6631808","Chinnadharapuram Road, Salaipudur, Kodumudi","Erode","TAMIL NADU","2000","20-Sep-2022","19-Sep-2027","9500750517","Active",""
"Erode Market Committee","Sathyamangalam","6633515","Mettupalayam Road, Gandhi Nagar,","Erode","TAMIL NADU","5000","22-Sep-2022","21-Sep-2027","9442121292","Active",""
"Erode Market Committee","Sivagiri","6632889","Ammankovil(Po), Sivagiri,","Erode","TAMIL NADU","500","22-Sep-2022","21-Sep-2027","9842373356","Active",""
"Erode Market Committee","Boothapadi","6631899","Santhai Pettai Road, Boothapadi,","Erode","TAMIL NADU","4000","20-Sep-2022","19-Sep-2027","9942437017","Active",""
"Erode Market Committee","Avalpoondurai","6637839","VELLODE ROAD,THUYYAM POONDURAI VILLAGE, AVALPOONDURAI","Erode","TAMIL NADU","4000","29-Sep-2022","28-Sep-2027","9842373356","Active",""
"Erode Market Committee","Kodumudi","7027899","Chinna Dharapuram Road, Kodumudi","Erode","TAMIL NADU","1200","28-Feb-2025","27-Feb-2030","9500750517","Active",""
"Erode Market Committee","Anthiyur","7028970","48 - 53 Sathy main road, Anthiyur,","Erode","TAMIL NADU","800","28-Feb-2025","27-Feb-2030","9894085042","Active",""
"Erode Market Committee","Anthiyur","6633424","48/53, Sathy Main Road, Anthiyur,","Erode","TAMIL NADU","2000","22-Sep-2022","21-Sep-2027","9894085042","Active",""
"Erode Market Committee","Avalpoondurai","7091259","Vellore Road, Thuiampoondurai, Avalpoondurai","Erode","TAMIL NADU","1030","19-May-2025","18-May-2030","9842373356","Active",""
"G.G.Infrastructure Gowri","G.G. Infrastructure","6649628","34/6, Kangeyam Road, Near Fire Service Station Kodumudi,","Erode","TAMIL NADU","3317","03-Nov-2022","02-Nov-2027","9444395008","Active",""
"G1687 MANIMANGALAM PADAPPAI PRIMARY AGRICULTURAL CO-OPERATIVE CREDIT SOCIETY","G1687 Manimangalam padapai PACCS","6709208","Government Mens Higher Secondary School Compound, Padappai","Kancheepuram","TAMIL NADU","100","17-Apr-2023","16-Jul-2027","7667206050","Active",""
"G1798 ANAICUTT PACCS","G1798 ANAIKATTU PACCS","6763833","ANNAIKATTU,","Kancheepuram","TAMIL NADU","100","27-Jul-2023","26-Jul-2028","9047141063","Active",""
"GC 2343 Kadamalaiputhur PACCS","GC 2343 Kadamalaiputhur PACCS","6715684","Orathy Road,","Kancheepuram","TAMIL NADU","100","10-May-2023","09-May-2028","9994714713","Active",""
"GC2349 Vadamanipakkam PACCS","GC2349 VADAMANIPAKAM PACCS","6725402","ORATHY MAIN ROAD,","Kancheepuram","TAMIL NADU","100","30-May-2023","29-May-2028","8524907665","Active",""
"Govindavadi paccs","Govindhavadi PACCS","6696157","Govindhavadi Village & Post, Kanchipuram","Kancheepuram","TAMIL NADU","100","16-Mar-2023","15-Mar-2028","9865664415","Active",""
"GREEN HARVEST AGRO","GREEN HARVET AGRO UNIT 1","6817837","MALAYANTHAVU, SAKKAVAYAL POST","Sivaganga","TAMIL NADU","4000","15-Dec-2023","14-Jun-2028","9443443081","Active",""
"GREEN HARVEST AGRO","GREEN HARVEST AGRO","6815229","2/408-1PERIYAKATTUKURUCHI, SAKKAVAYAL POST","Sivaganga","TAMIL NADU","2200","13-Dec-2023","12-Jun-2028","9443443081","Active",""
"GREEN HARVEST AGRO","GREENHARVEST AGRO COLD STORAGE","7015118","DOOR NO 622, SIRUSAKKAVAYAL VILLAGE, SAKKOTTAI GROUP","Sivaganga","TAMIL NADU","3500","31-Jan-2025","30-Jan-2030","9443443081","Active",""
"H.H. 516 SOMSIPADI PACCS","h.h.516 somasipadi","6531990","dindivanam mani road, kilpenathur taluk somasipadi village","Tiruvannamalai","TAMIL NADU","100","01-Sep-2021","31-Aug-2026","9943698727","Active",""
"h.h.568 periyakallapadi paccs","periyakallapadi","6567093","Main Road,","Tiruvannamalai","TAMIL NADU","100","30-Mar-2022","29-Mar-2027","9486437706","Active",""
"hanumanthapuram paccs","S 4719 Hanumanthapuram paccs","6689228","Hanumanthapuram village and post, karemangalam","Dharmapuri","TAMIL NADU","100","27-Feb-2023","26-Feb-2028","9443513975","Active",""
"HH544 OSUR PACCS","RIDF","6563134","main road,","Tiruvannamalai","TAMIL NADU","100","22-Mar-2022","21-Mar-2027","9715642056","Active",""
"JAKKASAMUTHIRAM PACCS","S 320 JAKKASAMUTHARAM PACCS","6131669","S 320 JAKKASAMUTHARAM PACCS,","Dharmapuri","TAMIL NADU","100","22-Jul-2021","21-Jan-2026","9445783829","Active",""
"JENANKOTTAI PACCS","DD.81 JENANKOTTAI PACCS","9711652","JENANKOTTAI (POST),","Dindigul","TAMIL NADU","100","11-Dec-2020","10-Dec-2025","8220057243","Active",""
"JEYARAMULU VENKATASUBRAMANIAN","JAYA WAREHOUSING CORPORATION","6690218","TRICHY MAIN ROAD,","Namakkal","TAMIL NADU","5000","28-Feb-2023","27-Feb-2028","9677730839","Inactive",""
"JEYARAMULU VENKATASUBRAMANIAN","JAYA WAREHOUSING CORPORATION","6546758","6/276, TRICHY MAIN ROAD","Namakkal","TAMIL NADU","15000","21-Dec-2021","20-Dec-2026","9677730839","Inactive","EXPIRED INSURANCE"
"K 2040 Manikkapurampudur paccs","K2040Manikkapurampudur Paccs","6679500","Manikkapurampudur, Manur Post","Tiruppur","TAMIL NADU","100","03-Feb-2023","02-Feb-2028","7010546142","Active",""
"K 716 RAKKIYAPALAYAM PACS","K 716 RAKKIYAPALAYAM PACS","6677439","BHARATHINAGAR, AMMAPALAYAM","Tiruppur","TAMIL NADU","100","24-Jan-2023","23-Jan-2028","9003983519","Active",""
"K 914 PERUNDURAI APCMS","Perundurai PCMS","6925473","Erode Road, Perundurai","Erode","TAMIL NADU","3500","03-May-2024","02-May-2029","9865223898","Active",""
"K.2018 Koottappalli PACS","K2018 Koottappalli PACS","7002694","Pullipar (po) gobi main road, koottappalli","Tiruppur","TAMIL NADU","200","12-Dec-2024","11-Dec-2029","9944044213","Active",""
"k1015 thandukarampalayam","K1015 Thandukaranpalayam","6694624","Thandukaranpalayam,","Tiruppur","TAMIL NADU","200","14-Mar-2023","13-Mar-2028","9842597811","Active",""
"K1123PERIYAVADAMALAIPALAYAM PRIMARY AGRICULTURAL COOPERATIVE SOCIETY","RIDF","6130060","PERIYAVADAMALAIPALAM JAMBAI POST,","Erode","TAMIL NADU","200","23-Apr-2024","22-Apr-2029","9254552120","Inactive","EXPIRED INSURANCE"
"K1619SEVURPACCS","SEVUR PACCS","7062813","KAMARAJ NAGAR, KAMARAJ NAGAR","Tiruppur","TAMIL NADU","100","03-Apr-2025","02-Apr-2030","9791905488","Active",""
"k1788 Narasipurampaccs","K1788 Narasipurampaccs","5930027","3/81Poondi road, Narasipuram","Coimbatore","TAMIL NADU","200","28-Aug-2024","27-Aug-2029","9345654373","Active",""
"k2051 Vijayapuram uccs","K2051Vijayapuram Uccs","6670681","141 vijayapuram post Tirupur,","Tiruppur","TAMIL NADU","100","05-Jan-2023","04-Jan-2028","9842588883","Active",""
"K2073 KARUVALUR UPPILIPALAYAM PACS","K2073 KARUVALUR UPPILIPALAYAM PACCS","7045354","6/48 UPPILIPALAYAM, UPPILIPALAYAM","Tiruppur","TAMIL NADU","100","21-Mar-2025","20-Mar-2030","9344499991","Active",""
"K406 DHALAVAIPATTINAM PACS","K 406 DHALAVAIPATTINAM","6688956","Dhalavaipattinam,","Tiruppur","TAMIL NADU","100","26-Feb-2023","25-Feb-2028","9865922611","Active",""
"K544.GOBICHETTIPALAYAM AGRICULTURAL PRODUCERS CO-OPERATIVE MARKETING SOCIETY LTD.","K544 GOBICHETTIPALAYAM AGRICULTURAL MARKETING SOCIETY LTD","6707046","83/49 ,85/50, 85/51, KURUMANDUR MAIN ROAD KONNAMADAI NAMBIYUR","Erode","TAMIL NADU","1000","06-Apr-2023","05-Apr-2028","9976253949","Active",""
"K771 CHINNAPUTHUR PACCS","K771 CHINNAPUTHUR","6672034","Reddipalayam,Chinnaputhur post,","Tiruppur","TAMIL NADU","100","11-Jan-2023","10-Jan-2028","9894044060","Active",""
"Kalakatoor Paccs","Kalakatoor PACCS","6695704","Kalakatoor Village & post, Walajabad Taluk","Kancheepuram","TAMIL NADU","100","15-Mar-2023","14-Mar-2028","9994185312","Active",""
"Kancheepuram Market Committee","Regulated market, Redhills","6672125","Padiyanallur, Near Budha Temple,","Thiruvallur","TAMIL NADU","2000","11-Jan-2023","10-Jan-2028","8946006124","Active",""
"Kancheepuram Market Committee","Regulated Market, Kancheepuram","6694442","Vellore Road, J.J Nagar, Sirukaveripakkam","Kancheepuram","TAMIL NADU","2000","14-Mar-2023","13-Mar-2028","9444707084","Inactive","EXPIRED INSURANCE"
"Kancheepuram Market Committee","Regulated Market, Tiruvallur","6652952","Toll Gate, poondi Road, Perumbakkam","Thiruvallur","TAMIL NADU","1000","22-Nov-2022","21-Nov-2027","6374652966","Inactive","EXPIRED INSURANCE"
"Kancheepuram Market Committee","Regulated Market, Uthukkottai","6649719","Near Uthukkottai Taluk Office,","Thiruvallur","TAMIL NADU","2000","04-Nov-2022","03-Nov-2027","9080473949","Inactive","EXPIRED INSURANCE"
"Kancheepuram Market Committee","Regulated Market, Kancheepuram","6992523","Vellore Road, J J Nagar,","Kancheepuram","TAMIL NADU","600","08-Nov-2024","07-Nov-2029","9444707084","Active",""
"Kancheepuram Market Committee","Regulated Market, Tiruttani","6662316","Arakkonam Road, Near Bus Depot","Thiruvallur","TAMIL NADU","1000","12-Dec-2022","11-Sep-2027","9600456817","Inactive","EXPIRED INSURANCE"
"Kancheepuram Market Committee","Regulated Market, Madhuranthagam","6649537","GST Road, Near Ayyanar Kovil,","Kancheepuram","TAMIL NADU","2000","03-Nov-2022","02-Nov-2027","9597239700","Inactive","EXPIRED INSURANCE"
"Kancheepuram Market Committee","Regulated Market, Uthiramerur","6992614","Near PWD Inspection bungalow,","Kancheepuram","TAMIL NADU","1000","08-Nov-2024","07-Nov-2029","6369828905","Active",""
"Kancheepuram Market Committee","Regulated Market, Uthiramerur","6652861","Near PWD Inspection Bungalow,","Kancheepuram","TAMIL NADU","2000","22-Nov-2022","21-Nov-2027","9095804294","Active",""
"Kancheepuram Market Committee","Regulated Market, Uthukottai","7010341","Near Uthukottai Taluk Office,","Thiruvallur","TAMIL NADU","1000","16-Jan-2025","15-Oct-2029","9600271009","Active",""
"Kanjikovilpacs","No 416 Kanjikovil PACS","6744668","Perundurai Road, Kanjikovil Po","Erode","TAMIL NADU","100","24-Jun-2023","23-Jun-2028","9944665590","Active",""
"KANNAMANGALAM PRIMARY AGRICULTURAL COOPERATIVE CREDIT SOCIETY","RIDF","6765994","KAVARAI STREET KANNAMANGALAM, KAVARAI STREET KANNAMANGALAM","Tiruvannamalai","TAMIL NADU","100","31-Jul-2023","30-Jul-2028","9486262987","Active",""
"KANYAKUMARI MARKET COMMITTEE","Kulasekharam Regulated market","6982086","Ootrukuzhlivilai, Kulasekharam post","Kanniyakumari","TAMIL NADU","2000","01-Oct-2024","30-Sep-2029","9894652035","Active",""
"KANYAKUMARI MARKET COMMITTEE","Shenbagaramanputhoor Godown-II","7046345","bethel nagar, Shenbagarmanputhoor","Kanniyakumari","TAMIL NADU","500","22-Mar-2025","21-Mar-2030","7598157823","Active",""
"KANYAKUMARI MARKET COMMITTEE","Vadasery Regulated market","6995047","Tiruvananthapuram main road, Krishnankovil","Kanniyakumari","TAMIL NADU","1000","18-Nov-2024","17-Nov-2029","7598157823","Active",""
"KANYAKUMARI MARKET COMMITTEE","shenbagaramanputhoor godown -I","7046881","bethel nagar, shenbagaramanputhoor village","Kanniyakumari","TAMIL NADU","500","22-Mar-2025","21-Mar-2030","7598157823","Active",""
"KANYAKUMARI MARKET COMMITTEE","Monday market Regulated Market","6979116","Periyapalli Salai, Neyoor post","Kanniyakumari","TAMIL NADU","500","24-Sep-2024","23-Sep-2029","9003753160","Active",""
"KANYAKUMARI MARKET COMMITTEE","Vadasery Regulated Market","6988562","Thiruvananthapuram main road, Krishnankovil","Kanniyakumari","TAMIL NADU","1000","22-Oct-2024","21-Oct-2029","7598157823","Active",""
"KANYAKUMARI MARKET COMMITTEE","Theroor Godown","7022940","Near VAO office, Theroor","Kanniyakumari","TAMIL NADU","500","19-Feb-2025","18-Aug-2029","7598157823","Active",""
"KARADIKOOTTAM PACCS","A1356 KARADIKOOTTAM PACCS","9471642","KARADIKOOTTAM, PAPPAMPATTI POST","Dindigul","TAMIL NADU","100","27-Nov-2020","26-Nov-2025","9842557291","Active",""
"KATHIRNAYAKKANAHALLI PACCS LTD","KK 121 Kathirnaikkanahalli Paccs","6698583","odasalpatti Post, pappireddipatty Taluk","Dharmapuri","TAMIL NADU","100","23-Mar-2023","22-Mar-2028","9655196772","Active",""
"Keeraipatty Paccs","Keerappatty paccs","6671762","keerappatty post,","Dharmapuri","TAMIL NADU","100","10-Jan-2023","09-Jan-2028","9442853518","Active",""
"KELAVALLI PACCS","KK85 KELAVALLI PACCS","6723787","KELAVALLI POST,","Dharmapuri","TAMIL NADU","100","29-May-2023","28-May-2028","9442344194","Active",""
"Kilambi paccs","Kilambi PACCS","6698492","Amaravathipattinam, Kilambi Village, Krishnapuram Post","Kancheepuram","TAMIL NADU","100","23-Mar-2023","22-Mar-2028","8220055933","Active",""
"Kilkadirpur Paccs","Kilkadirpur Paccs","6694533","Kilkadirpur Village, Melkadirpur Post","Kancheepuram","TAMIL NADU","100","14-Mar-2023","13-Mar-2028","8610357146","Active",""
"KK198KUNNATHURPACS","KUNNATHUR PACCS","6551253","KUNNATHUR,","Krishnagiri","TAMIL NADU","100","31-Jan-2022","30-Jan-2027","9442778710","Active",""
"KK260 THONGANOOR PACCS LTD.","KK 260 THONGANUR PACCS LDT CHINTHALPADI (PO)","5631659","PAPPIREDDIPATTI (TK), DHARMAPURI DT","Dharmapuri","TAMIL NADU","100","21-Jun-2021","20-Dec-2025","9442733139","Active",""
"Kolagampatty Paccs","Kolagampatty paccs","6691471","Kolagampatty post,","Dharmapuri","TAMIL NADU","100","01-Mar-2023","28-Feb-2028","9442487095","Active",""
"Kooram vathiyur","Kooramvathiyur PACCS","6707673","Kooram Village, Kanchipuram","Kancheepuram","TAMIL NADU","100","10-Apr-2023","09-Apr-2028","9003481759","Active",""
"kuttagam pacs","KUTTAGAM PACS","5551657","KUTTAGAM, VEMANDANPALAYAM","Tiruppur","TAMIL NADU","100","07-Feb-2025","06-Feb-2030","7708192939","Active",""
"KUTTAGAMPACS","KUTTAGAM PACS","4791656","KUTTAGAM, VEMANDANPALAYAM","Tiruppur","TAMIL NADU","100","31-Jan-2025","30-Jan-2030","7708192939","Active",""
"LAKSHMI SAAI AGRI COLDSTORAGE PVT LTD","LAKSHMI SAAI AGRI COLD STORAGE","6715148","VIRUPAKSHEESWARAR KOIL STREET, AZHINJIVAKKAM","Thiruvallur","TAMIL NADU","6000","03-May-2023","02-May-2028","9840256513","Active",""
"M/S GOPALA KRISHNA COLD STORAGES","GOPALA KRISHNA COLD STORAGES","6793178","SURVEY NO. 751, 752 & 753, NEMAM VILLAGE, POONAMALLEE TALUK","Thiruvallur","TAMIL NADU","10000","19-Oct-2023","18-Oct-2028","9597555466","Active",""
"MadapalliPACCS","Madapalli PACCS","6351644","Madapalli,","Vellore","TAMIL NADU","100","06-Aug-2021","05-Aug-2026","9003330487","Active",""
"MADURAI MARKET COMMITTEE","Thirumangalam Regulated Market","6613624","Kamarajapuram, Vidathaikulam Road","Madurai","TAMIL NADU","1000","10-Aug-2022","09-Aug-2027","9025152075","Inactive","EXPIRED INSURANCE"
"MADURAI MARKET COMMITTEE","USILAMPATTI REGULATED MARKET","6614978","MADURAI ROAD, USILAMPATTI","Madurai","TAMIL NADU","5080","13-Aug-2022","12-Aug-2027","9677550210","Inactive","EXPIRED INSURANCE"
"MANDAVADI PACCS","A1099 MANDAVADI PACCS","9471656","CHINNA MANDAVADI (POST),","Dindigul","TAMIL NADU","100","27-Nov-2020","26-Nov-2025","8220057213","Active",""
"MD SPL 105 VALLALNATHI PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD","M.D.SPL.105 VALLALNATHI PRIMARY AGRICULTURAL COOPERATIVE CREDIT SOCIETY","6411649","SAVADI STREET KANDAMANUR,","Theni","TAMIL NADU","100","19-Aug-2021","18-Aug-2026","9790313868","Active",""
"MD SPL 180 SURILIPATTI PACCS","MD SPL 180 SURULIPATTI PACCS","6543425","295, W-12, EB OFFICE STREET, SURULIPATTI","Theni","TAMIL NADU","200","28-Nov-2021","27-Nov-2026","9787519665","Active",""
"MD SPL 30 BOOTHIPURAM PACCS","M D SPL 30 BOOTHIPURAM PACCS","6558639","SUBRAMANIYAR KOVIL STREET, BOOTHIPURAM","Theni","TAMIL NADU","100","22-Feb-2022","21-Feb-2027","9894228578","Active",""
"MD SPL 49 KODUVILARPATTI PRIMARY AGRICULTURAL COOPERATIVE SOCIETY","M.D.SPL.49 KODUVILARPATTY PACCS","5191644","THENI MAIN ROAD KODUVILARPATTY,","Theni","TAMIL NADU","300","17-May-2021","16-May-2026","9788745714","Active",""
"MD SPL 67 ANUPPAPATTY PACCS","MD SPL 67 ANUPPAPATTY PACCS","5371721","ANUPPAPATTY, BODITHASANPATTY POST","Theni","TAMIL NADU","200","31-May-2021","30-May-2026","9840332501","Active",""
"Mdspl.50SilvarpattiPACCS","Mdspl.50SilvarpattiPACCS","6534069","Thanneer Panthal Road, Silvarpatti Silvarpatty Theni , TAMIL NADU , 625602,","Theni","TAMIL NADU","100","24-Sep-2021","23-Sep-2026","9842731450","Active",""
"MEKKALORE PRIMARY AGRICULTURAL COOPERATIVE CREDIT SOCIETY","RIDF","6531727","Main Road, Mekkalore Village","Tiruvannamalai","TAMIL NADU","100","31-Aug-2021","30-Aug-2026","9626915080","Active",""
"MELKALATHUR PACCS","C2025 Melkalathur Paccs","6766893","Road St, Melkalathur Village & post, Nemili Tk, Ranipet Dt, 632502,","Vellore","TAMIL NADU","100","31-Jul-2023","30-Jul-2028","9843584723","Active",""
"MOSUR UCCS","C2143 MOSUR UCCS","6511643","MOSUR VILLAGE AND POST ARAKKONAM T K RANIPET,","Vellore","TAMIL NADU","100","27-Aug-2021","26-Aug-2026","9843685640","Active",""
"MuthiyalpettaiPACCS","G.K.276, Muthiyalpettai PACCS","6691380","Muthiyalpettai Village, Ayyampettai Post","Kancheepuram","TAMIL NADU","100","01-Mar-2023","28-Feb-2028","9791596424","Active",""
"NAGANOOR PACCS","Naganoorpaccs","6674378","Senganoor Post, Pennagaram Taluk, Dharmapuri District","Dharmapuri","TAMIL NADU","100","17-Jan-2023","16-Jan-2028","8838295976","Active",""
"NAGAPATTINAM MARKET COMMITTEE","Kilvelur Regulated Market","7029697","Budharmangalam,","Nagapattinam","TAMIL NADU","2000","28-Feb-2025","27-Feb-2030","9585721284","Active",""
"NAGAPATTINAM MARKET COMMITTEE","Mayiladuthurai Regulated Market","7004047","koranadu,","Nagapattinam","TAMIL NADU","1000","19-Dec-2024","18-Dec-2029","9012224723","Active",""
"NAGAPATTINAM MARKET COMMITTEE","Regulated Market Sirkali","7022767","67/10 Therku thoppu,","Nagapattinam","TAMIL NADU","2000","19-Feb-2025","18-Feb-2030","9080427055","Active",""
"NAGAPATTINAM MARKET COMMITTEE","REGULATED MARKET THIRUPOONDI","6758791","Tirupoondi Regulated Market, Gramathumedu post","Nagapattinam","TAMIL NADU","2000","18-Jul-2023","17-Jul-2028","9751804211","Active",""
"NAGAPATTINAM MARKET COMMITTEE","Regulated market kuttalam","7003775","kuttalam main road, Rajagopalapuram","Nagapattinam","TAMIL NADU","4800","19-Dec-2024","18-Dec-2029","6381388125","Active",""
"NAGAPATTINAM MARKET COMMITTEE","SEMBANARKOIL REGULATED MARKET","7015027","MUDIKANDANALLUR,","Nagapattinam","TAMIL NADU","2500","31-Jan-2025","30-Jul-2027","9585721284","Active",""
"NAMAKKAL MARKET COMMITTEE","Namagiripettai","7029069","Attur Main Road, Namagiripettai","Namakkal","TAMIL NADU","500","28-Feb-2025","27-Feb-2030","9566647333","Active",""
"NAMAKKAL MARKET COMMITTEE","Tiruchengode","7029150","Namakkal Main Road, Unjanai","Namakkal","TAMIL NADU","2000","28-Feb-2025","27-Feb-2030","9789215361","Active",""
"NAMAKKAL MARKET COMMITTEE","Namagiripettai","7037344","Attur Main Road, Namagiripettai","Namakkal","TAMIL NADU","500","12-Mar-2025","11-Mar-2030","9566647333","Active",""
"NAMAKKAL MARKET COMMITTEE","Namagiripettai","6685267","Attur Main Road,","Namakkal","TAMIL NADU","500","20-Feb-2023","19-May-2027","9566647333","Active",""
"NAMAKKAL MARKET COMMITTEE","Namagiripettai","6682744","Attur Main Road,","Namakkal","TAMIL NADU","500","15-Feb-2023","14-Feb-2028","9566647333","Active",""
"NAMAKKAL MARKET COMMITTEE","Namagiripettai","6676985","Attur Main Road,","Namakkal","TAMIL NADU","500","24-Jan-2023","23-Jul-2027","9566647333","Active",""
"NAMAKKAL MARKET COMMITTEE","Tiruchengode","6682561","Namakkal Main Road, Near Vivekanandha College","Namakkal","TAMIL NADU","600","15-Feb-2023","14-May-2027","9789215361","Active",""
"NAMAKKAL MARKET COMMITTEE","Paramathivelur","7039597","Vengamedu Sandhai, Siva Theater Near, Vengamedu(po)","Namakkal","TAMIL NADU","1000","17-Mar-2025","16-Mar-2030","9786314460","Active",""
"Nanthancadu PACCS","Y104NANTHANKADUPACCS","7096746","KULATHINKARAI,PAMMAM, MARTHANDAM","Kanniyakumari","TAMIL NADU","100","29-May-2025","28-May-2030","9487187550","Active",""
"NATHAMPALAYAM PACS","NATHAMPALAYAM PACCS","7030232","NATHAMPALAYAM, SEMBIYANALLUR","Tiruppur","TAMIL NADU","100","28-Feb-2025","27-Feb-2030","7708449261","Active",""
"National Commodities Management Services Limited","NCML OWN WAREHOUSE, KANGAYAM","6690390","PLOT No. 1, SF No.893/3, AT VEERANAMPALAYAM VILLAGE & PANCHAYAT, KANGAYAM PANCHAYAT UNION,, KANGAYAM - TALUK DISTRICT – TIRUPUR TAMIL NADU, PIN CODE - 638701","Tiruppur","TAMIL NADU","5816","28-Feb-2023","27-Aug-2027","9842777792","Active",""
"NN550 NAGAMANGALAM PRIMARY AGRICULTURAL COOPERATIVE CREDIT SOCIETY","NN550 NAGAMANGALAM PACCS","9091648","SOORPATTI POST,, KOTTAMPATTI VIA","Sivaganga","TAMIL NADU","100","21-Oct-2020","20-Oct-2025","9486634128","Active",""
"NN625 VPUTHUR Primary agricultural cooperative credit society","NN625 V.PUDUR PACCS","9910019","v.pudur,vpudurpost, ulagampattivia","Sivaganga","TAMIL NADU","100","02-Aug-2024","01-Aug-2029","9787171730","Active",""
"o239.Palankulam PACCS LTD.,","o239.Palankulam PACCS LTD.,","6753123","Ananthapuram, Sathankulam Taluka","Thoothukkudi","TAMIL NADU","100","10-Jul-2023","09-Jul-2028","9486813430","Active",""
"OM MARUTHUR PACCS LTD","OM 220 MARUTHUR PACCS LTD","6822696","SOUTHKADU, PANJANATHIKULAM EAST","Nagapattinam","TAMIL NADU","100","21-Dec-2023","20-Jun-2028","9751782199","Active",""
"Om Sree Bavanasai Associates","OM SREE BAVANASAI ASSOCIATES","7016645","OLD NO 35/2 , NEW NO 35/2A PILAPPUR ROAD, ATHIYUR VILLAGE, MEIYUR POST","Kancheepuram","TAMIL NADU","15000","06-Feb-2025","05-Feb-2030","9962855757","Active",""
"P.BALSUSAMY","VRSS PURAM PACCS","6932941","VRSS PURAM, PIRAMMADESAM POST","Perambalur","TAMIL NADU","100","21-May-2024","20-May-2029","9486752866","Active",""
